dataset,period_id,controlled_duration_sec,window_id,start_edge,end_edge,alpha,fallback_rate_cents_per_m,max_zone_rate_cents_per_m,exact_period_fee_cents,exact_window_fee_cents,fallback_window_fee_cents,honest_penalty_controlled_period,honest_penalty_controlled_window,actual_distance_m,fallback_distance_m,duration_sec,movement_ratio,dwell_edge_share,n_edges,speed_bound_ok
geolife,010-20080916114237-0,120,2,7,8,0.4,2.0,5.0,21664.0,3141.0,7920.0,0.2205963810930576,1.521489971346705,1047.0,3960.0,120.0,0.2643939393939394,0.0,2,True
geolife,010-20080916114237-0,120,0,0,1,0.5,2.5,5.0,21664.0,4030.0,9900.0,0.27095642540620385,1.456575682382134,806.0,3960.0,120.0,0.20353535353535354,0.0,2,True
geolife,010-20080916114237-0,120,1,2,3,0.5,2.5,5.0,21664.0,10295.0,9900.0,-0.01823301329394387,-0.03836813987372511,2059.0,3960.0,120.0,0.5199494949494949,0.0,2,True
geolife,010-20080916114237-0,120,2,7,8,0.5,2.5,5.0,21664.0,3141.0,9900.0,0.31199224519940916,2.151862464183381,1047.0,3960.0,120.0,0.2643939393939394,0.0,2,True
geolife,010-20080916114237-0,120,0,0,1,0.6,3.0,5.0,21664.0,4030.0,11880.0,0.3623522895125554,1.9478908188585609,806.0,3960.0,120.0,0.20353535353535354,0.0,2,True
geolife,010-20080916114237-0,120,1,2,3,0.6,3.0,5.0,21664.0,10295.0,11880.0,0.07316285081240768,0.15395823215152987,2059.0,3960.0,120.0,0.5199494949494949,0.0,2,True
geolife,010-20080916114237-0,120,2,7,8,0.6,3.0,5.0,21664.0,3141.0,11880.0,0.4033881093057607,2.7822349570200573,1047.0,3960.0,120.0,0.2643939393939394,0.0,2,True
geolife,010-20080916114237-0,120,0,0,1,0.7,3.5,5.0,21664.0,4030.0,13860.0,0.45374815361890697,2.4392059553349874,806.0,3960.0,120.0,0.20353535353535354,0.0,2,True
geolife,010-20080916114237-0,120,1,2,3,0.7,3.5,5.0,21664.0,10295.0,13860.0,0.16455871491875923,0.34628460417678486,2059.0,3960.0,120.0,0.5199494949494949,0.0,2,True
geolife,010-20080916114237-0,120,2,7,8,0.7,3.5,5.0,21664.0,3141.0,13860.0,0.4947839734121123,3.4126074498567336,1047.0,3960.0,120.0,0.2643939393939394,0.0,2,True
geolife,010-20080916114237-0,120,0,0,1,0.8,4.0,5.0,21664.0,4030.0,15840.0,0.5451440177252584,2.930521091811414,806.0,3960.0,120.0,0.20353535353535354,0.0,2,True
geolife,010-20080916114237-0,120,1,2,3,0.8,4.0,5.0,21664.0,10295.0,15840.0,0.25595457902511076,0.5386109762020398,2059.0,3960.0,120.0,0.5199494949494949,0.0,2,True
geolife,010-20080916114237-0,120,2,7,8,0.8,4.0,5.0,21664.0,3141.0,15840.0,0.5861798375184638,4.042979942693409,1047.0,3960.0,120.0,0.2643939393939394,0.0,2,True
geolife,010-20080916114237-0,120,0,0,1,0.9,4.5,5.0,21664.0,4030.0,17820.0,0.63653988183161,3.4218362282878414,806.0,3960.0,120.0,0.20353535353535354,0.0,2,True
geolife,010-20080916114237-0,120,1,2,3,0.9,4.5,5.0,21664.0,10295.0,17820.0,0.34735044313146235,0.7309373482272948,2059.0,3960.0,120.0,0.5199494949494949,0.0,2,True
geolife,010-20080916114237-0,120,2,7,8,0.9,4.5,5.0,21664.0,3141.0,17820.0,0.6775757016248154,4.673352435530086,1047.0,3960.0,120.0,0.2643939393939394,0.0,2,True
geolife,010-20080916114237-0,120,0,0,1,1.0,5.0,5.0,21664.0,4030.0,19800.0,0.7279357459379616,3.913151364764268,806.0,3960.0,120.0,0.20353535353535354,0.0,2,True
geolife,010-20080916114237-0,120,1,2,3,1.0,5.0,5.0,21664.0,10295.0,19800.0,0.4387463072378139,0.9232637202525498,2059.0,3960.0,120.0,0.5199494949494949,0.0,2,True
geolife,010-20080916114237-0,120,2,7,8,1.0,5.0,5.0,21664.0,3141.0,19800.0,0.7689715657311669,5.303724928366762,1047.0,3960.0,120.0,0.2643939393939394,0.0,2,True
geolife,010-20080916114237-0,120,0,0,1,1.1,5.5,5.0,21664.0,4030.0,21780.0,0.8193316100443131,4.4044665012406945,806.0,3960.0,120.0,0.20353535353535354,0.0,2,True
geolife,010-20080916114237-0,120,1,2,3,1.1,5.5,5.0,21664.0,10295.0,21780.0,0.5301421713441654,1.1155900922778048,2059.0,3960.0,120.0,0.5199494949494949,0.0,2,True
geolife,010-20080916114237-0,120,2,7,8,1.1,5.5,5.0,21664.0,3141.0,21780.0,0.8603674298375185,5.934097421203439,1047.0,3960.0,120.0,0.2643939393939394,0.0,2,True
geolife,010-20080916114237-0,120,0,0,1,1.2,6.0,5.0,21664.0,4030.0,23760.0,0.9107274741506647,4.895781637717121,806.0,3960.0,120.0,0.20353535353535354,0.0,2,True
geolife,010-20080916114237-0,120,1,2,3,1.2,6.0,5.0,21664.0,10295.0,23760.0,0.621538035450517,1.3079164643030596,2059.0,3960.0,120.0,0.5199494949494949,0.0,2,True
geolife,010-20080916114237-0,120,2,7,8,1.2,6.0,5.0,21664.0,3141.0,23760.0,0.95176329394387,6.564469914040115,1047.0,3960.0,120.0,0.2643939393939394,0.0,2,True
geolife,010-20080916114237-0,300,0,0,4,0.1,0.5,5.0,21664.0,16315.0,4950.0,-0.5246030280649926,-0.6965982224946369,3263.0,9900.0,300.0,0.3295959595959596,0.0,5,True
geolife,010-20080916114237-0,300,1,5,9,0.1,0.5,5.0,21664.0,5349.0,4422.0,-0.04278988183161005,-0.17330342120022435,1783.0,8844.0,268.0,0.20160560832202623,0.0,5,True
geolife,010-20080916114237-0,300,0,0,4,0.2,1.0,5.0,21664.0,16315.0,9900.0,-0.29611336779911374,-0.3931964449892737,3263.0,9900.0,300.0,0.3295959595959596,0.0,5,True
geolife,010-20080916114237-0,300,1,5,9,0.2,1.0,5.0,21664.0,5349.0,8844.0,0.16132754800590843,0.6533931575995513,1783.0,8844.0,268.0,0.20160560832202623,0.0,5,True
geolife,010-20080916114237-0,300,0,0,4,0.3,1.5,5.0,21664.0,16315.0,14850.0,-0.06762370753323486,-0.08979466748391052,3263.0,9900.0,300.0,0.3295959595959596,0.0,5,True
geolife,010-20080916114237-0,300,1,5,9,0.3,1.5,5.0,21664.0,5349.0,13266.0,0.3654449778434269,1.480089736399327,1783.0,8844.0,268.0,0.20160560832202623,0.0,5,True
geolife,010-20080916114237-0,300,0,0,4,0.4,2.0,5.0,21664.0,16315.0,19800.0,0.160865952732644,0.21360711002145266,3263.0,9900.0,300.0,0.3295959595959596,0.0,5,True
geolife,010-20080916114237-0,300,1,5,9,0.4,2.0,5.0,21664.0,5349.0,17688.0,0.5695624076809453,2.3067863151991026,1783.0,8844.0,268.0,0.20160560832202623,0.0,5,True
geolife,010-20080916114237-0,300,0,0,4,0.5,2.5,5.0,21664.0,16315.0,24750.0,0.3893556129985229,0.5170088875268158,3263.0,9900.0,300.0,0.3295959595959596,0.0,5,True
geolife,010-20080916114237-0,300,1,5,9,0.5,2.5,5.0,21664.0,5349.0,22110.0,0.7736798375184638,3.1334828939988784,1783.0,8844.0,268.0,0.20160560832202623,0.0,5,True
geolife,010-20080916114237-0,300,0,0,4,0.6,3.0,5.0,21664.0,16315.0,29700.0,0.6178452732644018,0.820410665032179,3263.0,9900.0,300.0,0.3295959595959596,0.0,5,True
geolife,010-20080916114237-0,300,1,5,9,0.6,3.0,5.0,21664.0,5349.0,26532.0,0.9777972673559823,3.960179472798654,1783.0,8844.0,268.0,0.20160560832202623,0.0,5,True
geolife,010-20080916114237-0,300,0,0,4,0.7,3.5,5.0,21664.0,16315.0,34650.0,0.8463349335302807,1.1238124425375422,3263.0,9900.0,300.0,0.3295959595959596,0.0,5,True
geolife,010-20080916114237-0,300,1,5,9,0.7,3.5,5.0,21664.0,5349.0,30954.0,1.1819146971935008,4.78687605159843,1783.0,8844.0,268.0,0.20160560832202623,0.0,5,True
geolife,010-20080916114237-0,300,0,0,4,0.8,4.0,5.0,21664.0,16315.0,39600.0,1.0748245937961596,1.4272142200429052,3263.0,9900.0,300.0,0.3295959595959596,0.0,5,True
geolife,010-20080916114237-0,300,1,5,9,0.8,4.0,5.0,21664.0,5349.0,35376.0,1.3860321270310192,5.613572630398205,1783.0,8844.0,268.0,0.20160560832202623,0.0,5,True
geolife,010-20080916114237-0,300,0,0,4,0.9,4.5,5.0,21664.0,16315.0,44550.0,1.3033142540620384,1.7306159975482684,3263.0,9900.0,300.0,0.3295959595959596,0.0,5,True
geolife,010-20080916114237-0,300,1,5,9,0.9,4.5,5.0,21664.0,5349.0,39798.0,1.5901495568685378,6.4402692091979805,1783.0,8844.0,268.0,0.20160560832202623,0.0,5,True
geolife,010-20080916114237-0,300,0,0,4,1.0,5.0,5.0,21664.0,16315.0,49500.0,1.5318039143279172,2.0340177750536315,3263.0,9900.0,300.0,0.3295959595959596,0.0,5,True
geolife,010-20080916114237-0,300,1,5,9,1.0,5.0,5.0,21664.0,5349.0,44220.0,1.794266986706056,7.266965787997757,1783.0,8844.0,268.0,0.20160560832202623,0.0,5,True
geolife,010-20080916114237-0,300,0,0,4,1.1,5.5,5.0,21664.0,16315.0,54450.0,1.7602935745937962,2.3374195525589947,3263.0,9900.0,300.0,0.3295959595959596,0.0,5,True
geolife,010-20080916114237-0,300,1,5,9,1.1,5.5,5.0,21664.0,5349.0,48642.0,1.9983844165435747,8.093662366797533,1783.0,8844.0,268.0,0.20160560832202623,0.0,5,True
geolife,010-20080916114237-0,300,0,0,4,1.2,6.0,5.0,21664.0,16315.0,59400.0,1.988783234859675,2.640821330064358,3263.0,9900.0,300.0,0.3295959595959596,0.0,5,True
geolife,010-20080916114237-0,300,1,5,9,1.2,6.0,5.0,21664.0,5349.0,53064.0,2.202501846381093,8.920358945597307,1783.0,8844.0,268.0,0.20160560832202623,0.0,5,True
geolife,010-20080917225654-0,60,0,4,4,0.1,0.5,5.0,17357.0,2358.0,990.0,-0.07881546350175722,-0.5801526717557252,786.0,1980.0,60.0,0.396969696969697,0.0,1,True
geolife,010-20080917225654-0,60,1,8,8,0.1,0.5,5.0,17357.0,2570.0,990.0,-0.09102955579881315,-0.6147859922178989,514.0,1980.0,60.0,0.2595959595959596,0.0,1,True
geolife,010-20080917225654-0,60,2,13,13,0.1,0.5,5.0,17357.0,3065.0,990.0,-0.11954830903958057,-0.6769983686786297,613.0,1980.0,60.0,0.3095959595959596,0.0,1,True
geolife,010-20080917225654-0,60,0,4,4,0.2,1.0,5.0,17357.0,2358.0,1980.0,-0.02177795702022239,-0.16030534351145037,786.0,1980.0,60.0,0.396969696969697,0.0,1,True
geolife,010-20080917225654-0,60,1,8,8,0.2,1.0,5.0,17357.0,2570.0,1980.0,-0.03399204931727833,-0.22957198443579765,514.0,1980.0,60.0,0.2595959595959596,0.0,1,True
geolife,010-20080917225654-0,60,2,13,13,0.2,1.0,5.0,17357.0,3065.0,1980.0,-0.06251080255804574,-0.3539967373572594,613.0,1980.0,60.0,0.3095959595959596,0.0,1,True
geolife,010-20080917225654-0,60,0,4,4,0.3,1.5,5.0,17357.0,2358.0,2970.0,0.03525954946131244,0.2595419847328244,786.0,1980.0,60.0,0.396969696969697,0.0,1,True
geolife,010-20080917225654-0,60,1,8,8,0.3,1.5,5.0,17357.0,2570.0,2970.0,0.023045457164256496,0.1556420233463035,514.0,1980.0,60.0,0.2595959595959596,0.0,1,True
geolife,010-20080917225654-0,60,2,13,13,0.3,1.5,5.0,17357.0,3065.0,2970.0,-0.005473296076510918,-0.03099510603588907,613.0,1980.0,60.0,0.3095959595959596,0.0,1,True
geolife,010-20080917225654-0,60,0,4,4,0.4,2.0,5.0,17357.0,2358.0,3960.0,0.09229705594284726,0.6793893129770993,786.0,1980.0,60.0,0.396969696969697,0.0,1,True
geolife,010-20080917225654-0,60,1,8,8,0.4,2.0,5.0,17357.0,2570.0,3960.0,0.08008296364579133,0.5408560311284046,514.0,1980.0,60.0,0.2595959595959596,0.0,1,True
geolife,010-20080917225654-0,60,2,13,13,0.4,2.0,5.0,17357.0,3065.0,3960.0,0.05156421040502391,0.29200652528548127,613.0,1980.0,60.0,0.3095959595959596,0.0,1,True
geolife,010-20080917225654-0,60,0,4,4,0.5,2.5,5.0,17357.0,2358.0,4950.0,0.1493345624243821,1.099236641221374,786.0,1980.0,60.0,0.396969696969697,0.0,1,True
geolife,010-20080917225654-0,60,1,8,8,0.5,2.5,5.0,17357.0,2570.0,4950.0,0.13712047012732614,0.9260700389105059,514.0,1980.0,60.0,0.2595959595959596,0.0,1,True
geolife,010-20080917225654-0,60,2,13,13,0.5,2.5,5.0,17357.0,3065.0,4950.0,0.10860171688655874,0.6150081566068516,613.0,1980.0,60.0,0.3095959595959596,0.0,1,True
geolife,010-20080917225654-0,60,0,4,4,0.6,3.0,5.0,17357.0,2358.0,5940.0,0.20637206890591692,1.5190839694656488,786.0,1980.0,60.0,0.396969696969697,0.0,1,True
geolife,010-20080917225654-0,60,1,8,8,0.6,3.0,5.0,17357.0,2570.0,5940.0,0.19415797660886097,1.311284046692607,514.0,1980.0,60.0,0.2595959595959596,0.0,1,True
geolife,010-20080917225654-0,60,2,13,13,0.6,3.0,5.0,17357.0,3065.0,5940.0,0.16563922336809356,0.9380097879282219,613.0,1980.0,60.0,0.3095959595959596,0.0,1,True
geolife,010-20080917225654-0,60,0,4,4,0.7,3.5,5.0,17357.0,2358.0,6930.0,0.26340957538745174,1.9389312977099236,786.0,1980.0,60.0,0.396969696969697,0.0,1,True
geolife,010-20080917225654-0,60,1,8,8,0.7,3.5,5.0,17357.0,2570.0,6930.0,0.2511954830903958,1.6964980544747081,514.0,1980.0,60.0,0.2595959595959596,0.0,1,True
geolife,010-20080917225654-0,60,2,13,13,0.7,3.5,5.0,17357.0,3065.0,6930.0,0.22267672984962839,1.2610114192495923,613.0,1980.0,60.0,0.3095959595959596,0.0,1,True
geolife,010-20080917225654-0,60,0,4,4,0.8,4.0,5.0,17357.0,2358.0,7920.0,0.32044708186898657,2.3587786259541983,786.0,1980.0,60.0,0.396969696969697,0.0,1,True
geolife,010-20080917225654-0,60,1,8,8,0.8,4.0,5.0,17357.0,2570.0,7920.0,0.3082329895719306,2.0817120622568095,514.0,1980.0,60.0,0.2595959595959596,0.0,1,True
geolife,010-20080917225654-0,60,2,13,13,0.8,4.0,5.0,17357.0,3065.0,7920.0,0.2797142363311632,1.5840130505709624,613.0,1980.0,60.0,0.3095959595959596,0.0,1,True
geolife,010-20080917225654-0,60,0,4,4,0.9,4.5,5.0,17357.0,2358.0,8910.0,0.3774845883505214,2.7786259541984735,786.0,1980.0,60.0,0.396969696969697,0.0,1,True
geolife,010-20080917225654-0,60,1,8,8,0.9,4.5,5.0,17357.0,2570.0,8910.0,0.36527049605346545,2.4669260700389106,514.0,1980.0,60.0,0.2595959595959596,0.0,1,True
geolife,010-20080917225654-0,60,2,13,13,0.9,4.5,5.0,17357.0,3065.0,8910.0,0.33675174281269804,1.9070146818923328,613.0,1980.0,60.0,0.3095959595959596,0.0,1,True
geolife,010-20080917225654-0,60,0,4,4,1.0,5.0,5.0,17357.0,2358.0,9900.0,0.4345220948320562,3.198473282442748,786.0,1980.0,60.0,0.396969696969697,0.0,1,True
geolife,010-20080917225654-0,60,1,8,8,1.0,5.0,5.0,17357.0,2570.0,9900.0,0.4223080025350003,2.8521400778210118,514.0,1980.0,60.0,0.2595959595959596,0.0,1,True
geolife,010-20080917225654-0,60,2,13,13,1.0,5.0,5.0,17357.0,3065.0,9900.0,0.39378924929423287,2.230016313213703,613.0,1980.0,60.0,0.3095959595959596,0.0,1,True
geolife,010-20080917225654-0,60,0,4,4,1.1,5.5,5.0,17357.0,2358.0,10890.0,0.49155960131359105,3.618320610687023,786.0,1980.0,60.0,0.396969696969697,0.0,1,True
geolife,010-20080917225654-0,60,1,8,8,1.1,5.5,5.0,17357.0,2570.0,10890.0,0.4793455090165351,3.237354085603113,514.0,1980.0,60.0,0.2595959595959596,0.0,1,True
geolife,010-20080917225654-0,60,2,13,13,1.1,5.5,5.0,17357.0,3065.0,10890.0,0.4508267557757677,2.5530179445350734,613.0,1980.0,60.0,0.3095959595959596,0.0,1,True
geolife,010-20080917225654-0,60,0,4,4,1.2,6.0,5.0,17357.0,2358.0,11880.0,0.5485971077951259,4.038167938931298,786.0,1980.0,60.0,0.396969696969697,0.0,1,True
geolife,010-20080917225654-0,60,1,8,8,1.2,6.0,5.0,17357.0,2570.0,11880.0,0.53638301549807,3.622568093385214,514.0,1980.0,60.0,0.2595959595959596,0.0,1,True
geolife,010-20080917225654-0,60,2,13,13,1.2,6.0,5.0,17357.0,3065.0,11880.0,0.5078642622573025,2.8760195758564437,613.0,1980.0,60.0,0.3095959595959596,0.0,1,True
geolife,010-20080917225654-0,120,0,4,5,0.1,0.5,5.0,17357.0,3838.0,1980.0,-0.10704614852797142,-0.48410630536737886,1082.0,3960.0,120.0,0.2732323232323232,0.0,2,True
geolife,010-20080917225654-0,120,1,7,8,0.1,0.5,5.0,17357.0,2780.0,1980.0,-0.04609091432851299,-0.28776978417266186,556.0,3960.0,120.0,0.1404040404040404,0.0,2,True
geolife,010-20080917225654-0,120,2,12,13,0.1,0.5,5.0,17357.0,5440.0,1980.0,-0.19934320447081869,-0.6360294117647058,1088.0,3960.0,120.0,0.27474747474747474,0.0,2,True
geolife,010-20080917225654-0,120,0,4,5,0.2,1.0,5.0,17357.0,3838.0,3960.0,0.007028864435098231,0.03178738926524231,1082.0,3960.0,120.0,0.2732323232323232,0.0,2,True
geolife,010-20080917225654-0,120,1,7,8,0.2,1.0,5.0,17357.0,2780.0,3960.0,0.06798409863455666,0.4244604316546763,556.0,3960.0,120.0,0.1404040404040404,0.0,2,True
geolife,010-20080917225654-0,120,2,12,13,0.2,1.0,5.0,17357.0,5440.0,3960.0,-0.08526819150774903,-0.27205882352941174,1088.0,3960.0,120.0,0.27474747474747474,0.0,2,True
geolife,010-20080917225654-0,120,0,4,5,0.3,1.5,5.0,17357.0,3838.0,5940.0,0.12110387739816789,0.5476810838978635,1082.0,3960.0,120.0,0.2732323232323232,0.0,2,True
