adversarial_min_fee_cents,cadence_sec,claimed_distance_m,constraints_ok,dataset,distance_bucket_m,effective_radius_m,granularity,honest_fee_cents,n_fixes,odometer_check_tolerance_m,payload_mode,payload_odometer_tolerance_m,period_id,relay_radius_m,savings_ratio,skip_reason,true_distance_m
15641,60,3737,True,geolife,100,270.71067811865476,fine,17357,17,950,intra_cell,150,010-20080917225654-0,200,0.09886501123466036,,4091
17323,120,4041,True,geolife,100,0.0,fine,17357,17,900,cell,100,010-20080917225654-0,0,0.0019588638589618022,,4091
16166,120,3922,True,geolife,100,200.0,fine,17357,17,900,cell,100,010-20080917225654-0,200,0.06861784870657371,,4091
17323,120,4041,True,geolife,100,70.71067811865476,fine,17357,17,950,intra_cell,150,010-20080917225654-0,0,0.0019588638589618022,,4091
15641,120,3737,True,geolife,100,270.71067811865476,fine,17357,17,950,intra_cell,150,010-20080917225654-0,200,0.09886501123466036,,4091
17323,300,4041,True,geolife,100,0.0,fine,17357,17,900,cell,100,010-20080917225654-0,0,0.0019588638589618022,,4091
16166,300,3922,True,geolife,100,200.0,fine,17357,17,900,cell,100,010-20080917225654-0,200,0.06861784870657371,,4091
17323,300,4041,True,geolife,100,70.71067811865476,fine,17357,17,950,intra_cell,150,010-20080917225654-0,0,0.0019588638589618022,,4091
15641,300,3737,True,geolife,100,270.71067811865476,fine,17357,17,950,intra_cell,150,010-20080917225654-0,200,0.09886501123466036,,4091
,60,,False,geolife,100,0.0,coarse,,36,200,cell,100,010-20080921224934-0,0,,no feasible adversarial claim under enabled constraints,4251
16544,60,4110,True,geolife,100,200.0,coarse,18695,36,1850,cell,100,010-20080921224934-0,200,0.11505750200588392,,4251
,60,,False,geolife,100,70.71067811865476,coarse,,36,250,intra_cell,150,010-20080921224934-0,0,,no feasible adversarial claim under enabled constraints,4251
16062,60,3954,True,geolife,100,270.71067811865476,coarse,18695,36,1900,intra_cell,150,010-20080921224934-0,200,0.14083979673709549,,4251
,120,,False,geolife,100,0.0,coarse,,36,200,cell,100,010-20080921224934-0,0,,no feasible adversarial claim under enabled constraints,4251
16544,120,4110,True,geolife,100,200.0,coarse,18695,36,1850,cell,100,010-20080921224934-0,200,0.11505750200588392,,4251
,120,,False,geolife,100,70.71067811865476,coarse,,36,250,intra_cell,150,010-20080921224934-0,0,,no feasible adversarial claim under enabled constraints,4251
16062,120,3954,True,geolife,100,270.71067811865476,coarse,18695,36,1900,intra_cell,150,010-20080921224934-0,200,0.14083979673709549,,4251
,300,,False,geolife,100,0.0,coarse,,36,200,cell,100,010-20080921224934-0,0,,no feasible adversarial claim under enabled constraints,4251
16544,300,4110,True,geolife,100,200.0,coarse,18695,36,1850,cell,100,010-20080921224934-0,200,0.11505750200588392,,4251
,300,,False,geolife,100,70.71067811865476,coarse,,36,250,intra_cell,150,010-20080921224934-0,0,,no feasible adversarial claim under enabled constraints,4251
16062,300,3954,True,geolife,100,270.71067811865476,coarse,18695,36,1900,intra_cell,150,010-20080921224934-0,200,0.14083979673709549,,4251
,60,,False,geolife,100,0.0,medium,,36,200,cell,100,010-20080921224934-0,0,,no feasible adversarial claim under enabled constraints,4251
17084,60,4090,True,geolife,100,200.0,medium,18695,36,1850,cell,100,010-20080921224934-0,200,0.08617277346884193,,4251
,60,,False,geolife,100,70.71067811865476,medium,,36,250,intra_cell,150,010-20080921224934-0,0,,no feasible adversarial claim under enabled constraints,4251
16154,60,3944,True,geolife,100,270.71067811865476,medium,18695,36,1900,intra_cell,150,010-20080921224934-0,200,0.13591869483819202,,4251
,120,,False,geolife,100,0.0,medium,,36,200,cell,100,010-20080921224934-0,0,,no feasible adversarial claim under enabled constraints,4251
17084,120,4090,True,geolife,100,200.0,medium,18695,36,1850,cell,100,010-20080921224934-0,200,0.08617277346884193,,4251
,120,,False,geolife,100,70.71067811865476,medium,,36,250,intra_cell,150,010-20080921224934-0,0,,no feasible adversarial claim under enabled constraints,4251
16154,120,3944,True,geolife,100,270.71067811865476,medium,18695,36,1900,intra_cell,150,010-20080921224934-0,200,0.13591869483819202,,4251
,300,,False,geolife,100,0.0,medium,,36,200,cell,100,010-20080921224934-0,0,,no feasible adversarial claim under enabled constraints,4251
17084,300,4090,True,geolife,100,200.0,medium,18695,36,1850,cell,100,010-20080921224934-0,200,0.08617277346884193,,4251
,300,,False,geolife,100,70.71067811865476,medium,,36,250,intra_cell,150,010-20080921224934-0,0,,no feasible adversarial claim under enabled constraints,4251
16154,300,3944,True,geolife,100,270.71067811865476,medium,18695,36,1900,intra_cell,150,010-20080921224934-0,200,0.13591869483819202,,4251
,60,,False,geolife,100,0.0,fine,,36,200,cell,100,010-20080921224934-0,0,,no feasible adversarial claim under enabled constraints,4251
17084,60,4090,True,geolife,100,200.0,fine,18695,36,1850,cell,100,010-20080921224934-0,200,0.08617277346884193,,4251
,60,,False,geolife,100,70.71067811865476,fine,,36,250,intra_cell,150,010-20080921224934-0,0,,no feasible adversarial claim under enabled constraints,4251
16062,60,3954,True,geolife,100,270.71067811865476,fine,18695,36,1900,intra_cell,150,010-20080921224934-0,200,0.14083979673709549,,4251
,120,,False,geolife,100,0.0,fine,,36,200,cell,100,010-20080921224934-0,0,,no feasible adversarial claim under enabled constraints,4251
17084,120,4090,True,geolife,100,200.0,fine,18695,36,1850,cell,100,010-20080921224934-0,200,0.08617277346884193,,4251
,120,,False,geolife,100,70.71067811865476,fine,,36,250,intra_cell,150,010-20080921224934-0,0,,no feasible adversarial claim under enabled constraints,4251
16062,120,3954,True,geolife,100,270.71067811865476,fine,18695,36,1900,intra_cell,150,010-20080921224934-0,200,0.14083979673709549,,4251
,300,,False,geolife,100,0.0,fine,,36,200,cell,100,010-20080921224934-0,0,,no feasible adversarial claim under enabled constraints,4251
17084,300,4090,True,geolife,100,200.0,fine,18695,36,1850,cell,100,010-20080921224934-0,200,0.08617277346884193,,4251
,300,,False,geolife,100,70.71067811865476,fine,,36,250,intra_cell,150,010-20080921224934-0,0,,no feasible adversarial claim under enabled constraints,4251
16062,300,3954,True,geolife,100,270.71067811865476,fine,18695,36,1900,intra_cell,150,010-20080921224934-0,200,0.14083979673709549,,4251
,60,,False,geolife,100,0.0,coarse,,13,200,cell,100,010-20080922111517-0,0,,no feasible adversarial claim under enabled constraints,4997
20012,60,4660,True,geolife,100,200.0,coarse,21393,13,700,cell,100,010-20080922111517-0,200,0.06455382601785631,,4997
,60,,False,geolife,100,70.71067811865476,coarse,,13,250,intra_cell,150,010-20080922111517-0,0,,no feasible adversarial claim under enabled constraints,4997
19415,60,4605,True,geolife,100,270.71067811865476,coarse,21393,13,750,intra_cell,150,010-20080922111517-0,200,0.09246015051652409,,4997
,120,,False,geolife,100,0.0,coarse,,13,200,cell,100,010-20080922111517-0,0,,no feasible adversarial claim under enabled constraints,4997
20012,120,4660,True,geolife,100,200.0,coarse,21393,13,700,cell,100,010-20080922111517-0,200,0.06455382601785631,,4997
,120,,False,geolife,100,70.71067811865476,coarse,,13,250,intra_cell,150,010-20080922111517-0,0,,no feasible adversarial claim under enabled constraints,4997
19415,120,4605,True,geolife,100,270.71067811865476,coarse,21393,13,750,intra_cell,150,010-20080922111517-0,200,0.09246015051652409,,4997
,300,,False,geolife,100,0.0,coarse,,13,200,cell,100,010-20080922111517-0,0,,no feasible adversarial claim under enabled constraints,4997
20012,300,4660,True,geolife,100,200.0,coarse,21393,13,700,cell,100,010-20080922111517-0,200,0.06455382601785631,,4997
,300,,False,geolife,100,70.71067811865476,coarse,,13,250,intra_cell,150,010-20080922111517-0,0,,no feasible adversarial claim under enabled constraints,4997
19415,300,4605,True,geolife,100,270.71067811865476,coarse,21393,13,750,intra_cell,150,010-20080922111517-0,200,0.09246015051652409,,4997
,60,,False,geolife,100,0.0,medium,,13,200,cell,100,010-20080922111517-0,0,,no feasible adversarial claim under enabled constraints,4997
20012,60,4660,True,geolife,100,200.0,medium,21393,13,700,cell,100,010-20080922111517-0,200,0.06455382601785631,,4997
,60,,False,geolife,100,70.71067811865476,medium,,13,250,intra_cell,150,010-20080922111517-0,0,,no feasible adversarial claim under enabled constraints,4997
19415,60,4605,True,geolife,100,270.71067811865476,medium,21393,13,750,intra_cell,150,010-20080922111517-0,200,0.09246015051652409,,4997
,120,,False,geolife,100,0.0,medium,,13,200,cell,100,010-20080922111517-0,0,,no feasible adversarial claim under enabled constraints,4997
20012,120,4660,True,geolife,100,200.0,medium,21393,13,700,cell,100,010-20080922111517-0,200,0.06455382601785631,,4997
,120,,False,geolife,100,70.71067811865476,medium,,13,250,intra_cell,150,010-20080922111517-0,0,,no feasible adversarial claim under enabled constraints,4997
19415,120,4605,True,geolife,100,270.71067811865476,medium,21393,13,750,intra_cell,150,010-20080922111517-0,200,0.09246015051652409,,4997
,300,,False,geolife,100,0.0,medium,,13,200,cell,100,010-20080922111517-0,0,,no feasible adversarial claim under enabled constraints,4997
20012,300,4660,True,geolife,100,200.0,medium,21393,13,700,cell,100,010-20080922111517-0,200,0.06455382601785631,,4997
,300,,False,geolife,100,70.71067811865476,medium,,13,250,intra_cell,150,010-20080922111517-0,0,,no feasible adversarial claim under enabled constraints,4997
19415,300,4605,True,geolife,100,270.71067811865476,medium,21393,13,750,intra_cell,150,010-20080922111517-0,200,0.09246015051652409,,4997
,60,,False,geolife,100,0.0,fine,,13,200,cell,100,010-20080922111517-0,0,,no feasible adversarial claim under enabled constraints,4997
20012,60,4660,True,geolife,100,200.0,fine,21393,13,700,cell,100,010-20080922111517-0,200,0.06455382601785631,,4997
,60,,False,geolife,100,70.71067811865476,fine,,13,250,intra_cell,150,010-20080922111517-0,0,,no feasible adversarial claim under enabled constraints,4997
19415,60,4605,True,geolife,100,270.71067811865476,fine,21393,13,750,intra_cell,150,010-20080922111517-0,200,0.09246015051652409,,4997
,120,,False,geolife,100,0.0,fine,,13,200,cell,100,010-20080922111517-0,0,,no feasible adversarial claim under enabled constraints,4997
20012,120,4660,True,geolife,100,200.0,fine,21393,13,700,cell,100,010-20080922111517-0,200,0.06455382601785631,,4997
,120,,False,geolife,100,70.71067811865476,fine,,13,250,intra_cell,150,010-20080922111517-0,0,,no feasible adversarial claim under enabled constraints,4997
19415,120,4605,True,geolife,100,270.71067811865476,fine,21393,13,750,intra_cell,150,010-20080922111517-0,200,0.09246015051652409,,4997
,300,,False,geolife,100,0.0,fine,,13,200,cell,100,010-20080922111517-0,0,,no feasible adversarial claim under enabled constraints,4997
20012,300,4660,True,geolife,100,200.0,fine,21393,13,700,cell,100,010-20080922111517-0,200,0.06455382601785631,,4997
,300,,False,geolife,100,70.71067811865476,fine,,13,250,intra_cell,150,010-20080922111517-0,0,,no feasible adversarial claim under enabled constraints,4997
19415,300,4605,True,geolife,100,270.71067811865476,fine,21393,13,750,intra_cell,150,010-20080922111517-0,200,0.09246015051652409,,4997
17805,60,4041,True,geolife,100,0.0,coarse,18146,36,1850,cell,100,010-20080922234926-0,0,0.018792020279951506,,4128
16110,60,3900,True,geolife,100,200.0,coarse,18146,36,1850,cell,100,010-20080922234926-0,200,0.11220103604100078,,4128
17805,60,4041,True,geolife,100,70.71067811865476,coarse,18146,36,1900,intra_cell,150,010-20080922234926-0,0,0.018792020279951506,,4128
15574,60,3788,True,geolife,100,270.71067811865476,coarse,18146,36,1900,intra_cell,150,010-20080922234926-0,200,0.14173922627576324,,4128
17805,120,4041,True,geolife,100,0.0,coarse,18146,36,1850,cell,100,010-20080922234926-0,0,0.018792020279951506,,4128
16110,120,3900,True,geolife,100,200.0,coarse,18146,36,1850,cell,100,010-20080922234926-0,200,0.11220103604100078,,4128
17805,120,4041,True,geolife,100,70.71067811865476,coarse,18146,36,1900,intra_cell,150,010-20080922234926-0,0,0.018792020279951506,,4128
15574,120,3788,True,geolife,100,270.71067811865476,coarse,18146,36,1900,intra_cell,150,010-20080922234926-0,200,0.14173922627576324,,4128
17805,300,4041,True,geolife,100,0.0,coarse,18146,36,1850,cell,100,010-20080922234926-0,0,0.018792020279951506,,4128
16110,300,3900,True,geolife,100,200.0,coarse,18146,36,1850,cell,100,010-20080922234926-0,200,0.11220103604100078,,4128
17805,300,4041,True,geolife,100,70.71067811865476,coarse,18146,36,1900,intra_cell,150,010-20080922234926-0,0,0.018792020279951506,,4128
15574,300,3788,True,geolife,100,270.71067811865476,coarse,18146,36,1900,intra_cell,150,010-20080922234926-0,200,0.14173922627576324,,4128
17805,60,4041,True,geolife,100,0.0,medium,18146,36,1850,cell,100,010-20080922234926-0,0,0.018792020279951506,,4128
16541,60,3837,True,geolife,100,200.0,medium,18146,36,1850,cell,100,010-20080922234926-0,200,0.08844924501267497,,4128
17805,60,4041,True,geolife,100,70.71067811865476,medium,18146,36,1900,intra_cell,150,010-20080922234926-0,0,0.018792020279951506,,4128
16036,60,3776,True,geolife,100,270.71067811865476,medium,18146,36,1900,intra_cell,150,010-20080922234926-0,200,0.11627906976744186,,4128
17805,120,4041,True,geolife,100,0.0,medium,18146,36,1850,cell,100,010-20080922234926-0,0,0.018792020279951506,,4128
16541,120,3837,True,geolife,100,200.0,medium,18146,36,1850,cell,100,010-20080922234926-0,200,0.08844924501267497,,4128
17805,120,4041,True,geolife,100,70.71067811865476,medium,18146,36,1900,intra_cell,150,010-20080922234926-0,0,0.018792020279951506,,4128
16036,120,3776,True,geolife,100,270.71067811865476,medium,18146,36,1900,intra_cell,150,010-20080922234926-0,200,0.11627906976744186,,4128
17805,300,4041,True,geolife,100,0.0,medium,18146,36,1850,cell,100,010-20080922234926-0,0,0.018792020279951506,,4128
16541,300,3837,True,geolife,100,200.0,medium,18146,36,1850,cell,100,010-20080922234926-0,200,0.08844924501267497,,4128
17805,300,4041,True,geolife,100,70.71067811865476,medium,18146,36,1900,intra_cell,150,010-20080922234926-0,0,0.018792020279951506,,4128
16036,300,3776,True,geolife,100,270.71067811865476,medium,18146,36,1900,intra_cell,150,010-20080922234926-0,200,0.11627906976744186,,4128
17805,60,4041,True,geolife,100,0.0,fine,18146,36,1850,cell,100,010-20080922234926-0,0,0.018792020279951506,,4128
16540,60,3910,True,geolife,100,200.0,fine,18146,36,1850,cell,100,010-20080922234926-0,200,0.08850435357654579,,4128
17805,60,4041,True,geolife,100,70.71067811865476,fine,18146,36,1900,intra_cell,150,010-20080922234926-0,0,0.018792020279951506,,4128
16010,60,3800,True,geolife,100,270.71067811865476,fine,18146,36,1900,intra_cell,150,010-20080922234926-0,200,0.11771189242808332,,4128
17805,120,4041,True,geolife,100,0.0,fine,18146,36,1850,cell,100,010-20080922234926-0,0,0.018792020279951506,,4128
16540,120,3910,True,geolife,100,200.0,fine,18146,36,1850,cell,100,010-20080922234926-0,200,0.08850435357654579,,4128
17805,120,4041,True,geolife,100,70.71067811865476,fine,18146,36,1900,intra_cell,150,010-20080922234926-0,0,0.018792020279951506,,4128
16010,120,3800,True,geolife,100,270.71067811865476,fine,18146,36,1900,intra_cell,150,010-20080922234926-0,200,0.11771189242808332,,4128
17805,300,4041,True,geolife,100,0.0,fine,18146,36,1850,cell,100,010-20080922234926-0,0,0.018792020279951506,,4128
16540,300,3910,True,geolife,100,200.0,fine,18146,36,1850,cell,100,010-20080922234926-0,200,0.08850435357654579,,4128
17805,300,4041,True,geolife,100,70.71067811865476,fine,18146,36,1900,intra_cell,150,010-20080922234926-0,0,0.018792020279951506,,4128
16010,300,3800,True,geolife,100,270.71067811865476,fine,18146,36,1900,intra_cell,150,010-20080922234926-0,200,0.11771189242808332,,4128
,60,,False,geolife,100,0.0,coarse,,13,200,cell,100,010-20080923121817-0,0,,no feasible adversarial claim under enabled constraints,5095
19764,60,4788,True,geolife,100,200.0,coarse,21735,13,700,cell,100,010-20080923121817-0,200,0.0906832298136646,,5095
,60,,False,geolife,100,70.71067811865476,coarse,,13,250,intra_cell,150,010-20080923121817-0,0,,no feasible adversarial claim under enabled constraints,5095
19315,60,4705,True,geolife,100,270.71067811865476,coarse,21735,13,750,intra_cell,150,010-20080923121817-0,200,0.11134115481941569,,5095
,120,,False,geolife,100,0.0,coarse,,13,200,cell,100,010-20080923121817-0,0,,no feasible adversarial claim under enabled constraints,5095
19764,120,4788,True,geolife,100,200.0,coarse,21735,13,700,cell,100,010-20080923121817-0,200,0.0906832298136646,,5095
,120,,False,geolife,100,70.71067811865476,coarse,,13,250,intra_cell,150,010-20080923121817-0,0,,no feasible adversarial claim under enabled constraints,5095
19315,120,4705,True,geolife,100,270.71067811865476,coarse,21735,13,750,intra_cell,150,010-20080923121817-0,200,0.11134115481941569,,5095
,300,,False,geolife,100,0.0,coarse,,13,200,cell,100,010-20080923121817-0,0,,no feasible adversarial claim under enabled constraints,5095
19764,300,4788,True,geolife,100,200.0,coarse,21735,13,700,cell,100,010-20080923121817-0,200,0.0906832298136646,,5095
,300,,False,geolife,100,70.71067811865476,coarse,,13,250,intra_cell,150,010-20080923121817-0,0,,no feasible adversarial claim under enabled constraints,5095
19315,300,4705,True,geolife,100,270.71067811865476,coarse,21735,13,750,intra_cell,150,010-20080923121817-0,200,0.11134115481941569,,5095
,60,,False,geolife,100,0.0,medium,,13,200,cell,100,010-20080923121817-0,0,,no feasible adversarial claim under enabled constraints,5095
20030,60,4810,True,geolife,100,200.0,medium,21735,13,700,cell,100,010-20080923121817-0,200,0.07844490453186105,,5095
,60,,False,geolife,100,70.71067811865476,medium,,13,250,intra_cell,150,010-20080923121817-0,0,,no feasible adversarial claim under enabled constraints,5095
19710,60,4664,True,geolife,100,270.71067811865476,medium,21735,13,750,intra_cell,150,010-20080923121817-0,200,0.09316770186335403,,5095
,120,,False,geolife,100,0.0,medium,,13,200,cell,100,010-20080923121817-0,0,,no feasible adversarial claim under enabled constraints,5095
20030,120,4810,True,geolife,100,200.0,medium,21735,13,700,cell,100,010-20080923121817-0,200,0.07844490453186105,,5095
,120,,False,geolife,100,70.71067811865476,medium,,13,250,intra_cell,150,010-20080923121817-0,0,,no feasible adversarial claim under enabled constraints,5095
19710,120,4664,True,geolife,100,270.71067811865476,medium,21735,13,750,intra_cell,150,010-20080923121817-0,200,0.09316770186335403,,5095
,300,,False,geolife,100,0.0,medium,,13,200,cell,100,010-20080923121817-0,0,,no feasible adversarial claim under enabled constraints,5095
20030,300,4810,True,geolife,100,200.0,medium,21735,13,700,cell,100,010-20080923121817-0,200,0.07844490453186105,,5095
,300,,False,geolife,100,70.71067811865476,medium,,13,250,intra_cell,150,010-20080923121817-0,0,,no feasible adversarial claim under enabled constraints,5095
19710,300,4664,True,geolife,100,270.71067811865476,medium,21735,13,750,intra_cell,150,010-20080923121817-0,200,0.09316770186335403,,5095
,60,,False,geolife,100,0.0,fine,,13,200,cell,100,010-20080923121817-0,0,,no feasible adversarial claim under enabled constraints,5095
20030,60,4810,True,geolife,100,200.0,fine,21735,13,700,cell,100,010-20080923121817-0,200,0.07844490453186105,,5095
,60,,False,geolife,100,70.71067811865476,fine,,13,250,intra_cell,150,010-20080923121817-0,0,,no feasible adversarial claim under enabled constraints,5095
19455,60,4613,True,geolife,100,270.71067811865476,fine,21735,13,750,intra_cell,150,010-20080923121817-0,200,0.1048999309868875,,5095
,120,,False,geolife,100,0.0,fine,,13,200,cell,100,010-20080923121817-0,0,,no feasible adversarial claim under enabled constraints,5095
20030,120,4810,True,geolife,100,200.0,fine,21735,13,700,cell,100,010-20080923121817-0,200,0.07844490453186105,,5095
